367.4
H53.50
358.00
H21.543
H40.051
H20.011
H40.50X4
H02.411
H40.51X2
H16.212
H40.022
F06.0
H54.41
H53.72
369.08
V45.78
364.53
H50.332
H53.032
921.3
379.50
921.9
H02.423
371.22
371.82
375.41
686.1
E11.3593
16.49
369.70
Z97.0
H59.031
362.37
376.89
Z98.41
378.53
H35.9
E13.69
379.93
E11.3391
E11.3312
H53.022
H53.8
371.23
H26.40
S05.71XD
Z44.21
079.4
H57.02
H25.22
H18.053
706.2
S02.3XXS
242.00
379.8
H57.8
H40.2221
H54.42
H54.7
H18.413
695.3
371.62
362.66
H35.351
E08.8
H27.02
E10.319
362.70
372.05
H50.00
H18.601
H18.611
115.99
364.41
E11.3393
H18.891
H02.204
H35.103
H50.21
I78.1
346.90
13.43
250.40
H02.89
362.13
H40.10X3
H04.122
H47.092
H02.31
H40.032
374.32
H44.522
H35.051
H33.311
H35.052
433.10
H40.1122
T86.848
E13.311
379.33
365.41
278.02
365.13
H21.233
E08.3212
H34.212
203.00
H35.362
691.8
Q10.0
H11.053
374.01
H47.022
H18.612
H18.623
H59.033
H35.721
H04.522
365.14
E78.5
H40.1233
379.11
369.65
H50.012
H50.22
H35.711
B88.0
348.2
H02.412
G44.89
371.48
H18.49
346.80
H21.563
H26.101
D32.9
365.1
250.30
429.9
Z46.0
E11.65
H02.61
H02.64
H40.42X1
H33.313
250.23
362.17
H47.293
H18.832
940.0
H31.093
998.82
493.90
H02.824
H40.89
T15.02XA
H10.502
378.86
376.31
364.89
H40.1322
H40.42X2
H00.011
13.69
250.32
365.42
S05.12XA
225.0
782.9
D23.11
H34.12
H34.232
H50.112
365.59
H20.012
370.61
369.00
10.91
370.49
H00.032
H44.111
363.8
Q14.1
E08.339
372.12
H49.22
371.40
H40.51X4
S02.3XXA
H21.541
H35.031
T85.22XS
H43.393
H11.433
371.02
253.5
365.60
369.66
R73.09
H40.1211
780.39
374.86
078.10
370.03
G43.119
372.61
372.04
378.51
H35.00
440.9
345.90
H18.453
L30.9
H16.213
H43.313
365.15
371.53
Z01.00
H43.23
782.7
115.92
372.71
H47.10
H47.11
363.51
H33.031
H35.21
H33.001
743.32
H17.12
H40.1111
E11.3212
371.15
250.91
V65.5
H18.421
H18.221
H05.823
H18.821
H10.011
H00.14
364.63
362.61
H40.10X2
802.6
H02.821
H26.012
H18.12
375.00
437.1
379.51
351.8
H49.11
H57.13
H40.53X3
361.02
H53.001
366.22
H40.20X2
H40.41X3
H17.11
374.82
379.09
346.20
H10.12
T85.621S
447.8
375.52
H33.002
H11.042
282.7
D57.1
H55.01
115.90
B39.9
743.43
H27.03
H11.443
362.10
918.2
E10.3293
H50.011
H54.60
H52.201
H35.352
H35.341
V67.00
360.62
362.55
H35.383
E10.321
364.60
996.53
282.68
360.30
H18.621
H18.711
363.63
362.30
Q13.2
H50.51
H02.844
H18.11
250.83
V53.1
348.89
S06.300A
H51.12
364.72
G93.2
379.92
H20.031
S05.01XS
H21.29
H05.011
377.11
H18.001
375.21
368.52
Z79.4
573.3
H11.133
L72.3
G51.4
244.2
E07.9
930.8
H18.422
367.9
854.00
571.40
H40.1421
270.8
E70.30
G43.B0
H40.52X2
H40.52X3
242.90
H02.35
R73.03
446.5
H53.011
H25.093
H34.821
H33.023
372.63
743.33
372.55
379.49
H35.013
H53.143
436
437.5
I67.5
369.10
16.92
782.61
372.34
E13.341
364.01
T85.29XA
H35.3221
E11.3512
250.11
D31.32
077.1
743.53
743.61
H04.121
378.35
575.8
366.12
371.54
H00.015
H53.149
H02.235
E11.3511
379.60
360.32
H50.132
H53.423
E09.349
371.10
H18.003
H26.001
H02.422
H47.332
O24.919
363.03
H31.011
H25.091
S05.72XS
H34.8110
360.33
H02.221
365.24
H40.243
H35.032
372.81
E11.3392
H35.011
H35.062
371.21
341.0
G36.0
250.72
379.40
743.55
H21.9
H28
H40.42X4
237.71
282.63
361.01
378.03
H40.1113
H40.1121
780.4
365.03
H27.8
V12.59
H11.823
H49.882
795.71
780.96
H16.232
710.2
H50.05
B02.33
H53.452
339.11
H35.09
379.15
285.9
246.9
H16.253
246.8
244.1
E89.0
H33.051
372.54
H11.113
H31.091
H47.212
H47.033
E11.3213
995.27
E09.9
372.39
H01.8
H46.8
H46.12
H47.392
362.43
H31.302
G51.9
H33.22
H02.051
366.18
H49.21
H16.042
H16.043
H50.18
D31.91
203.01
C90.01
H05.812
G35
H20.021
Q12.0
H40.232
743.46
V49.89
H50.812
H50.811
H35.053
D21.0
363.40
370.00
H53.71
H40.63X1
H40.31X3
918.0
692.89
H01.111
H20.013
H11.821
H50.331
H02.035
H02.032
H18.892
V15.09
H18.051
802.8
378.22
716.90
459.89
H16.142
364.59
E11.3591
363.31
388.30
379.59
H43.312
T85.390A
T85.398S
T85.390S
H50.9
H53.30
054.9
B00.9
H26.132
360.89
959.01
S06.2X9A
764.14
764.17
996.59
996.60
H02.224
H40.1433
T86.849
V58.32
360.60
H02.841
369.23
H18.791
H15.111
H01.9
H30.91
H52.533
376.47
H05.30
T85.310A
H17.13
743.44
H44.701
758.6
H52.6
743.10
362.9
H11.131
376.21
H40.33X3
A51.43
870.1
00.10
300.00
H30.132
H34.8322
H21.562
368.14
363.9
V02.62
H52.211
307.81
H10.013
379.03
H11.152
388.01
13.70
E10.3513
00.01
367.89
743.58
370.55
368.62
346.22
376.11
743.47
376.35
376.00
377.32
743.9
H53.61
H10.012
H18.823
H53.123
H25.21
H18.412
H53.62
H11.112
H05.013
H49.02
H10.33
G91.2
H49.12
E08.39
G04.30
G40.A09
H53.142
H16.402
H18.212
H53.413
E08.3393
H34.213
H40.43X2
H40.43X4
477.0
H47.331
H18.40
362.15
H35.073
743.41
360.23
374.52
702.11
921.1
H47.231
369.71
376.81
364.51
374.44
V45.69
H54.61
T15.01XS
367.4367.4
224.0
376.52
300.9
213.0
447.6
H11.423
870.0
H40.32X1
C44.199
364.74
250.80
E10.8
940.2
362.65
S05.91XA
H21.551
H40.153
233.0
S05.8X2S
H47.321
370.31
370.8
H21.261
378.81
376.22
363.54
053.29
H18.9
H35.54
H00.035
H18.59
E11.649
250.93
S05.11XS
377.16
370.44
H10.401
367.53
402.90
282.60
780.57
H40.31X4
372.45
E11.52
H40.32X4
443.9
H47.031
H46.13
371.13
I63.50
H34.11
H35.042
369.69
360.01
H16.041
370.50
H34.233
H35.53
053.21
H17.812
H35.433
H52.212
H40.1333
D23.12
H35.3132
H21.02
011.90
V67.59
364.76
H40.33X2
H21.531
H16.321
H31.013
224.2
379.26
H02.811
H04.331
377.42
H40.062
H02.59
871.4
S05.31XD
H16.423
H50.312
377.15
H40.62X3
L03.213
E08.349
E11.3493
346.23
376.01
V77.1
C75.1
H50.311
053.8
H31.003
405.99
E11.3211
372.89
375.01
695.4
238.8
H25.033
M06.9
H04.221
374.21
E11.3411
E11.3492
H11.021
E13.39
S00.11XS
368.16
190.6
362.12
H10.211
H34.823
T15.01XA
H11.012
Z92.29
H15.833
250.20
H40.233
H16.203
332.0
224.9
H40.31X2
H43.311
H50.17
V19.11
H35.723
H21.1X1
E11.3522
E10.3593
224.1
13.65
H40.2232
H34.231
H15.032
H40.1213
H35.3223
H35.3112
S05.71XS
H35.3131
H18.211
H02.002
346.91
H53.411
365.51
E10.36
H26.111
H26.8
H35.3212
H21.89
H31.9
363.43
378.32
B02.39
371.04
378.60
435.8
743.36
H16.023
H53.16
Q11.1
373.02
372.06
228.01
710.1
375.30
H02.432
H35.022
H35.023
H35.012
13.41
208.10
H16.222
363.41
368.53
372.03
H40.20X4
H34.8321
14.39
379.52
H53.15
361.33
743.49
H15.113
249.00
379.07
H40.1323
H40.1312
E11.3491
H11.032
H11.151
H27.10
H43.03
S04.012D
H57.00
H01.012
R25.3
091.50
743.51
H26.051
350.2
G50.1
371.01
300.11
H40.32X2
B58.09
377.23
H47.312
H10.812
Q15.0
373.31
H01.132
H01.135
E78.0
377.75
416.0
H16.123
S05.12XS
709.9
V87.49
R42
365
H40.20X1
371.58
L98.0
H47.213
G51.3
H34.8310
H47.322
B83.0
V70.3
Z02.4
L71.9
H04.033
H18.833
362.85
I67.9
H40.43X3
852.20
379.58
379.56
H55.89
781.0
G44.201
B02.22
374.41
H35.061
H47.032
H20.12
H43.9
245.9
940.4
E11.3592
377.13
692.6
648.80
H57.09
H33.012
305.60
759.82
C50.919
H18.622
H35.443
H31.322
374.45
054.49
H20.022
361.19
G24.5
Z98.49
H40.52X4
374.55
375.03
H40.2213
781.99
287.8
090.3
H33.053
H15.842
H33.23
453.3
743.39
E10.3392
E10.3391
Z83.511
360.03
369.15
372.56
V14.9
H10.433
R70.0
375.9
314.00
H11.232
L71.8
H04.202
H35.063
12.64
Z98.890
H21.303
H27.9
360.34
V85.25
H11.222
H31.102
377.34
H46.3
790.29
D57.3
T15.11XA
Z86.73
R47.01
379.34
H35.3230
E10.341
H02.421
H02.711
H53.141
T20.42XA
216.9
H00.12
H31.113
H04.562
366.34
H53.432
H53.431
A92.0
360.81
E09.39
H34.813
H30.101
H10.233
379.19
G43.C0
C50.911
244.0
H40.61X1
H40.041
E08.3412
T26.90XA
H44.132
T26.92XD
368.33
H26.131
H40.31X1
H21.542
924.9
S02.3XXD
S05.11XA
378.87
378.62
E08.3293
054.40
H21.532
H16.301
H21.1X2
H25.23
366.45
H33.192
G44.1
F20.9
H01.011
H01.014
364.05
H11.041
H01.015
95.26
Z86.011
H55.09
995.3
365.21
250.10
H16.252
374.22
077.3
E13.8
701.3
H02.105
H02.102
053.79
364.70
H21.502
H40.061
224.8
370.54
H57.01
374.04
695.13
374.54
H02.865
H02.861
H02.864
H02.862
L51.1
H02.011
H02.012
H00.014
C69.32
H34.8120
453.82
368.31
376.51
368.42
716.94
H15.033
H15.122
H59.013
358.01
431
R04.0
130.2
054.44
E914
V12.41
D33.2
363.21
366.32
L03.211
H30.93
H34.822
759.3
T85.622A
H20.11
783.22
H20.00
229.9
H52.523
438.85
H17.823
H35.713
G45.9
377.51
070.59
995.29
374.50
H44.712
368.60
H47.211
E11.3552
T86.840
H31.20
743.52
315.9
H04.222
H35.722
H05.241
H02.32
H21.42
346.03
710.9
D36.9
H20.023
H27.131
H59.012
742.9
H53.131
H31.401
279.51
279.52
D89.811
H33.193
14.34
E931.4
054.10
378.52
H50.89
369.8
H33.333
378.40
H15.011
H15.031
802.7
362.40
RETINAL
H35.70
094.89
H49.01
H18.223
E13.36
11.60
H42
996.52
S05.72XD
Z44.8
H20.033
368.55
E11.3311
375.31
H04.201
B00.59
E08.3213
H17.813
368.54
H53.51
H35.432
365.83
Q13.1
E09.321
H21.1X3
H04.552
H04.551
350.1
G50.0
V74.4
250.22
371.46
H40.211
G90.2
743.45
Q82.5
369.05
H21.512
H10.89
H16.291
H18.222
H40.2223
14.41
I67.81
H18.463
765.25
H00.012
363.12
282.61
C72.32
Z87.820
364.81
782.1
378.17
225.2
H53.34
E13.349
H16.001
H21.511
H21.521
H21.561
H30.003
H16.292
H11.9
249.50
H33.302
H52.7
O24.419
909.5
H02.115
Z79.52
H34.8312
H00.034
H31.402
H02.65
239.81
R06.02
V18.0
H33.033
H43.01
H17.821
H53.121
H11.022
H18.50
H10.402
T15.01XD
940.1
H44.40
H44.432
E08.319
H30.892
369.02
368.51
H81.13
977.9
E931.3
070.70
360.50
D22.11
294.10
H26.112
375.89
11.75
692.83
312.39
H40.1434
527.7
H40.212
H59.091
438.9
H18.55
E09.65
367.2
D31.01
S01.111A
H35.143
E10.3291
785.9
743.00
H34.01
281.9
E10.311
E08.3513
250.21
H05.311
H05.012
369.11
294.8
F03.90
B02.9
130.9
B58.9
E11.3551
921.0
H40.42X3
C80.1
H43.21
224.4
F07.81
D31.12
H02.122
H18.54
372.11
F60.1
H18.232
371.33
H11.431
H16.002
H50.43
704.00
H11.123
374.02
S04.20XA
H04.132
250.71
E10.3292
B30.1
790.6
K09.8
Q10.1
R73.01
764.15
315.00
97.31
H11.242
T85.22XA
H18.233
459.30
363.70
372.21
870.9
E986
757.33
R06.00
053.22
B02.32
H05.89
I66.9
363.00
H40.1223
H40.823
H16.202
L20.9
Q82.8
H51.22
447.9
Q13.4
362.362.54
361.13
H53.412
E11.44
H04.001
